wl_entry_id,wl_nm,data_id,ref_num,entity_nm,fka_nm,designation_txt,gender_txt,add_info,listed_dt,entity_type
WLE-6850,UN Sanctions,un-sc-sanctions.6908078,Iraq (IQi.031),زهير طالب عبد الستار النقيب,TALIB,,,,6/27/03,Individual
WLE-6851,UN Sanctions,un-sc-sanctions.111784,Al-Qaida (QDi.176),عماد بن البشير بن حمدا الجمالي,BEN BECHIR,,,"Italian Fiscal Code: JMM MDI 68A25 Z352D. Italian Judicial Authorities have issued a warrant of arrest against him, which had not been executed as of Sep. 2007. Imprisoned in Sousse Prison on 28 Jul. 2002 and sentenced to 10 years of imprisonment and administrative supervision. Released on 31 Jan. 2011 under a general amnesty. Mother’s name is Jamilah. Review pursuant to Security Council resolution 1822 (2008) was concluded on 9 Apr. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1272790",6/23/04,Individual
WLE-6852,UN Sanctions,un-sc-sanctions.6908659,Al-Qaida (QDi.412),عمر محمود إرحيم الفياض الكبيسي,MAHMUD,,,"Financial facilitator for Islamic State in Iraq and the Levant, listed as Al-Qaida in Iraq (QDe.115). Director of Al-Kawthar Money Exchange (QDe.157). Physical description: sex: male, hair colour: black; height: 175 cm. Speaks Arabic. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/6202733",3/6/18,Individual
WLE-6853,UN Sanctions,un-sc-sanctions.6908536,Al-Qaida (QDi.388),SALIM BENGHALEM,BENGHALEM,,,"Syria-based French violent extremist and member of Islamic State in Iraq and the Levant, listed as Al-Qaida in Iraq (QDe.115). Subject to a European Arrest Warrant. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5930707",2/29/16,Individual
WLE-6854,UN Sanctions,un-sc-sanctions.111763,Al-Qaida (QDi.059),خالد عبد الرحمن حمد الفواز,ABD AL-RAHMAN,,,"Extradited from the United Kingdom to the United States of America on 5
            Oct. 2012. Review pursuant to Security Council resolution 1822 (2008) was concluded on
            22 Apr. 2010.. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1423210",4/24/02,Individual
WLE-6855,UN Sanctions,un-sc-sanctions.6908068,Iraq (IQi.021),روكان رزوقي عبد الغفار سليمان التكريتي,RAZUKI,,,,6/27/03,Individual
WLE-6856,UN Sanctions,un-sc-sanctions.6908515,DPRK (KPi.028),YU CHOL U,CHOL U ,"Director of the National Aerospace Development Administration
            ",,,3/2/16,Individual
WLE-6857,UN Sanctions,un-sc-sanctions.6908435,Yemen (YEi.002),عبد الله يحيى الحاكم,YAHYA,Huthi group second-in-command,,Gender [Male]. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5837273,11/7/14,Individual
WLE-6858,UN Sanctions,un-sc-sanctions.6908123,Iraq (IQi.076),أديب شعبـان العانــي,SHABAN,,,,6/2/04,Individual
WLE-6859,UN Sanctions,un-sc-sanctions.6908093,Iraq (IQi.046),سيف الدين المشهداني,AL-MASHHADANI,,,,6/27/03,Individual
WLE-6860,UN Sanctions,un-sc-sanctions.111835,Al-Qaida (QDi.138),سعيد بن عبد الحكيم بن عمر الشريف,BEN ABDELHAKIM,,,"Mother's name is Radhiyah Makki. Sentenced to eight years and ten months
            of imprisonment for membership of a terrorist association by the Appeal Court of Milan,
            Italy, on 7 Feb. 2008. Sentence confirmed by the Italian Supreme Court on 15 Jan. 2009,
            which became definitive as of Feb. 2008. Subject to expulsion from Italy to Tunisia
            after serving the sentence. Review pursuant to Security Council resolution 1822 (2008)
            was concluded on 6 May 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1418798",11/12/03,Individual
WLE-6861,UN Sanctions,un-sc-sanctions.6908075,Iraq (IQi.028),حكمت مزبان إبراهيم العزاوي,MIZBAN,,,,6/27/03,Individual
WLE-6862,UN Sanctions,un-sc-sanctions.690736,Libya (LYi.004),QUREN SALIH QUREN,SALIH,Libyan Ambassador to Chad,,"Listed pursuant to paragraph 15 of resolution 1970 (Travel
            Ban).",3/17/11,Individual
WLE-6863,UN Sanctions,un-sc-sanctions.2786246,Al-Qaida (QDi.231),سالم نور الدين امحمد الدبيسكي,NOR ELDIN,,,"Mother's name is Kalthoum Abdul Salam al-Shaftari. Senior member of
            Libyan Islamic Fighting Group (QDe.011) and member of Al-Qaida (QDe.004). Review
            pursuant to Security Council resolution 1822 (2008) was concluded on 24 Nov.
            2009. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1480002",6/8/07,Individual
WLE-6864,UN Sanctions,un-sc-sanctions.6908058,Iraq (IQi.011),برزان عبد الغفور سليمان مجيد التكريتي,ABD AL-GHAFUR,,,,6/27/03,Individual
WLE-6865,UN Sanctions,un-sc-sanctions.6908067,Iraq (IQi.020),طه ياسين رمضان الجزراوي,YASSIN,,,,6/27/03,Individual
WLE-6866,UN Sanctions,un-sc-sanctions.111785,Al-Qaida (QDi.177),حبيب بن احمد اللوبيري,BEN,,,Italian Fiscal Code: LBR HBB 61S17 Z352F. In detention in Tunisia as at Dec. 2009. Mother’s name is Fatima al-Galasi. Review pursuant to Security Council resolution 1822 (2008) was concluded on 9 Apr. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1418944,6/23/04,Individual
WLE-6867,UN Sanctions,un-sc-sanctions.6908082,Iraq (IQi.035),محمد مهدي الصالح,MAHDI,,,,6/27/03,Individual
WLE-6868,UN Sanctions,un-sc-sanctions.6908111,Iraq (IQi.064),علي برزان إبراهيم حسن التكريتي,BARZAN,,,,4/7/04,Individual
WLE-6869,UN Sanctions,un-sc-sanctions.111837,Al-Qaida (QDi.149),نور الدين بن علي بن بلقاسم الدريسي,BEN ALI,,,"Under administrative control measure in Italy until 5 May 2010.
            Inadmissible to the Schengen area. Mother’s name is Khadijah al-Drissi. Review pursuant
            to Security Council resolution 1822 (2008) was concluded on 22 Apr. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1418845",11/12/03,Individual
WLE-6870,UN Sanctions,un-sc-sanctions.6908452,Al-Qaida (QDi.352),MAULANA FAZLULLAH,FAZLULLAH,,,"Commander of Tehrik-e Taliban Pakistan (TTP) (QDe.132) since 7 Nov. 2013.
            Led the local TTP in Pakistan’s northwest valley of Swat from 2007 to 2009. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5859726",2015-04-07-04:00,Individual
WLE-6871,UN Sanctions,un-sc-sanctions.6908053,Iraq (IQi.006),عزت ابراهيم الدوري,IBRAHIM,,,,6/27/03,Individual
WLE-6872,UN Sanctions,un-sc-sanctions.6908401,Al-Qaida (QDi.332),IBRAHIM SULEIMAN HAMAD,SULEIMAN,,,"Explosives expert and operative for the Abdallah Azzam Brigades (AAB)
            (QDe.144). Wanted by the Saudi Arabian Government for terrorism. Physical description:
            eye colour: dark; hair colour: dark; complexion: olive. Speaks Arabic. Photo available
            for inclusion in the INTERPOL-UN Security Council Special Notice. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5817981",9/23/14,Individual
WLE-6873,UN Sanctions,un-sc-sanctions.6908101,Iraq (IQi.054),خميس سرحان المحمد,SIRHAN,,,,6/27/03,Individual
WLE-6874,UN Sanctions,un-sc-sanctions.6908118,Iraq (IQi.071),انتصار العبيدي,AL-UBAYDI,,,,4/7/04,Individual
WLE-6875,UN Sanctions,un-sc-sanctions.6908455,Yemen (YEi.004),ABDULMALIK AL-HOUTHI,AL-HOUTHI,,,"Leader of Yemen's Houthi Movement. Has engaged in acts that threaten the
            peace, security, or stability of Yemen.",2015-04-14-04:00,Individual
WLE-6876,UN Sanctions,un-sc-sanctions.6908419,Al-Qaida (QDi.339),‘ABD AL-RAHMAN MUHAMMAD MUSTAFA,MUHAMMAD,,,"Senior Islamic State in Iraq and the Levant (ISIL), listed as Al-Qaida in
            Iraq (AQI) (QDe.115), official. Previously served as a representative of AQI to Al-Qaida
            (QDe.004) senior leadership in Pakistan. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5818223",9/23/14,Individual
WLE-6877,UN Sanctions,un-sc-sanctions.6908074,Iraq (IQi.027),سلطان هاشم أحمد الطائي,HASHIM,,,,6/27/03,Individual
WLE-6878,UN Sanctions,un-sc-sanctions.3020633,Al-Qaida (QDi.317),أبو محمد الجولاني,AL-JAWLANI,,,"Description: Dark complexion. Height: 1.70 m. Since Jan. 2012, he is the Leader of Al-Nusrah Front for the People of the Levant (QDe.137), a Syria-based group listed in May 2014, and previously listed as an alias of Al-Qaida in Iraq (AQI) (QDe.115) between 30 May 2013 and 13 May 2014. Associated with Aiman Muhammed Rabi al-Zawahiri (QDi.006). Wanted by the Iraqi security forces. Photo available for inclusion in the INTERPOL-UN Security Council Special Notice. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5513535",7/24/13,Individual
WLE-6879,UN Sanctions,un-sc-sanctions.6908542,Al-Qaida (QDi.392),فيصل احمد بن علي الزهراني,AHMAD,,,"Was the lead oil and gas division official of Islamic State in Iraq and the Levant (ISIL), listed as Al-Qaida in Iraq (QDe.115), for Al Barakah Governorate, Syrian Arab Republic, as of May 2015. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5943051",4/20/16,Individual
WLE-6880,UN Sanctions,un-sc-sanctions.6908087,Iraq (IQi.040),عبد الباقي عبد الكريم عبد الله السعدون,ABD-AL-KARIM,,,,6/27/03,Individual
WLE-6881,UN Sanctions,un-sc-sanctions.2827659,Al-Qaida (QDi.253),خليفة محمد تركي السبيعي,MUHAMMAD,,,"Qatar-based terrorist financier and facilitator who has provided
            financial support to, and acted on behalf of, the senior leadership of Al-Qaida
            (QDe.004), including moving recruits to Al-Qaida training camps in South Asia. In Jan.
            2008, convicted in absentia by the Bahraini High Criminal Court for financing terrorism,
            undergoing terrorist training, facilitating the travel of others to receive terrorist
            training abroad, and for membership in a terrorist organization. Arrested in Qatar in
            Mar. 2008. Served his sentence in Qatar and has been released from detention. Mother’s
            name is Hamdah Ahmad Haidoos. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5834918",10/10/08,Individual
WLE-6882,UN Sanctions,un-sc-sanctions.111923,Al-Qaida (QDi.006),أيمن محمد ربيع الظواهري,MUHAMMED,,,"Leader of Al-Qaida (QDe.004). Former operational and military leader of
            Egyptian Islamic Jihad (QDe.003), was a close associate of Usama Bin Laden (deceased).
            Believed to be in the Afghanistan/Pakistan border area. Review pursuant to Security
            Council resolution 1822 (2008) was concluded on 21 Jun. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/4487197",1/25/01,Individual
WLE-6883,UN Sanctions,un-sc-sanctions.6908408,Al-Qaida (QDi.330),AZZAM ABDULLAH ZUREIK,ABDULLAH,,,"Has ties to numerous senior Al-Qaida (QDe.004) leaders. Wanted by the
            Saudi Arabian Government for terrorism. Father's name is Abdullah Razeeq al Mouled al
            Sbhua. Physical description: eye colour: dark; hair colour: dark; complexion: dark.
            Speaks Arabic. Photo available for inclusion in the INTERPOL-UN Security Council Special
            Notice. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5817930",9/23/14,Individual
WLE-6884,UN Sanctions,un-sc-sanctions.2863393,Al-Qaida (QDi.273),FAZEEL-A-TUL SHAYKH ABU MOHAMMED AMEEN,SHAYKH ABU MOHAMMED,,,"Associated with Al-Qaida (QDe.004). Head of Ganj madrasa, a.k.a. Madrasa
            Jamia Taleemul Quran wal Hadith, a.k.a. Madrasa Taleemul Quran wal Sunnah, located at
            the Ganj Gate, Phandu Road, Peshawar, Pakistan. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1578086",6/29/09,Individual
WLE-6885,UN Sanctions,un-sc-sanctions.3026942,Al-Qaida (QDi.318),محمد جمال عبدالرحيم أحمد الكاشف,JAMAL,,,"Trained in Afghanistan in the late 1980s with Al-Qaida (QDe.004) to make
            bombs. Former top military commander of the Egyptian Islamic Jihad (QDe.003). Since
            2011, established Muhammad Jamal Network (MJN) (QDe.136) and terrorist training camps in
            Egypt and Libya. Conducted MJN’s terrorist activities with support from Al-Qaida in the
            Arabian Peninsula (AQAP) (QDe.129). Reported to be involved in the attack on the United
            States Mission in Benghazi, Libya, on 11 Sep. 2012. Headed Nasr City terrorist cell in
            Egypt in 2012. Linked to Aiman al-Zawahiri (QDi.006) and the leadership of AQAP and the
            Organization of Al-Qaida in the Islamic Maghreb (AQIM) (QDe.014). Arrested and
            imprisoned multiple times by Egyptian authorities since ca. 2000. Released in 2011 but
            re-arrested by Egyptian authorities in Nov. 2012. Imprisoned in Egypt pending trial as
            of Sep. 2013. Wife’s name is Samah ‘Ali Al-Dahabani (Yemeni national). INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5719795",10/21/13,Individual
WLE-6886,UN Sanctions,un-sc-sanctions.6908614,DPRK (KPi.055),HAN JANG SU,JANG SU ,Chief Representative of the Foreign Trade Bank,,Gender: male,8/5/17,Individual
WLE-6887,UN Sanctions,un-sc-sanctions.111920,Al-Qaida (QDi.074),طارق بن الحبيب بن التومي المعروفي,BEN HABIB,,,"Belgian nationality withdrawn on 26 Jan. 2009. In detention in Nivelles,
            Belgium, as of Oct. 2010. Review pursuant to Security Council resolution 1822 (2008) was
            concluded on 8 Jun. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1418920",9/3/02,Individual
WLE-6888,UN Sanctions,un-sc-sanctions.6908530,Al-Qaida (QDi.377),MUHANNAD AL-NAJDI,AL-NAJDI,,,Syria-based Al-Qaida (QDe.004) facilitator. Involved in the development of improvised explosive devices for use in Afghanistan and Syrian Arab Republic since at least 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5930722,2/29/16,Individual
WLE-6889,UN Sanctions,un-sc-sanctions.2903810,Al-Qaida (QDi.282),قاسم محمد مهدي الريمي,MOHAMED,,,"Mother’s name: Fatima Muthanna Yahya. Photo available for inclusion in the INTERPOL-UN Security Council Special Notice. Leader of Al-Qaida in the Arabian Peninsula (QDe.129) since Jun. 2015, pledged loyalty to Aiman al-Zawahiri (QDi.006).  INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/4470245",5/11/10,Individual
WLE-6890,UN Sanctions,un-sc-sanctions.2894441,Al-Qaida (QDi.278),مثنى حارث الضاري,HARITH,,,"Mother’s name: Heba Khamis Dari. Provided operational guidance financial support and other services to or in support of Islamic State in Iraq and the Levant, listed as Al-Qaida in Iraq (AQI) (QDe.115). Involved in oil smuggling. Wanted by the Iraqi security forces. Photo available for inclusion in the INTERPOL-UN Security Council Special Notice. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1605628",3/25/10,Individual
WLE-6891,UN Sanctions,un-sc-sanctions.6908089,Iraq (IQi.042),سمير عبد العزيز النجم,ABD AL-AZIZ,,,,6/27/03,Individual
WLE-6892,UN Sanctions,un-sc-sanctions.111182,Taliban (TAi.143),حمد الله الله نور,ALLAH NOOR,"Repatriation Attache, Taliban Consulate General, Quetta,
            Pakistan",,"Believed to be in Afghanistan/Pakistan border area. Belongs to Baloch
            ethnic group. Review pursuant to Security Council resolution 1822 (2008) was concluded
            on 21 Jul. 2010. Additional title: Hafiz. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/4665093",1/25/01,Individual
WLE-6893,UN Sanctions,un-sc-sanctions.6908470,Al-Qaida (QDi.380),عبداللطیف بن عبدلله صالح محمد الكواري,BIN ABDALLAH,,,"Qatar-based facilitator who provides financial services to, or in support of, Al-Qaida (QDe.004). INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5896805",9/21/15,Individual
WLE-6894,UN Sanctions,un-sc-sanctions.111942,Al-Qaida (QDi.009),بلال بن مروان,BIN MARWAN,,,"Senior lieutenant of UBL. Review pursuant to Security Council resolution
            1822 (2008) was concluded on 21 Jun. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1423806",1/25/01,Individual
WLE-6895,UN Sanctions,un-sc-sanctions.6908107,Iraq (IQi.060),سميرة الشاهبندر,SHAHBANDAR,,,,4/7/04,Individual
WLE-6896,UN Sanctions,un-sc-sanctions.6908575,Al-Qaida (QDi.399),بسام أحمد الحصري,AHMAD ,,,Leader of Al-Nusrah Front for the People of the Levant (QDe.137) for southern Syrian Arab Republic since July 2016. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/6013284,2/22/17,Individual
WLE-6897,UN Sanctions,un-sc-sanctions.6908578,Al-Qaida (QDi.402),نايف صالح سالم القيسي,SALIH,,,"Senior official and a financial supporter of Al-Qaida in the Arabian Peninsula (AQAP) (QDe.129).  Facilitated the expansion of AQAP in al-Bayda Governorate, Yemen. Involved in planning AQAP's militant operations in Yemen and financed AQAP training camps in 2015.   INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/6013291",2/22/17,Individual
WLE-6898,UN Sanctions,un-sc-sanctions.6908471,Al-Qaida (QDi.381),حمد عوض ضاحي سرحان الشمري,AWAD,,,"Kuwait-based facilitator who provides financial services to, or in support of, Al-Qaida (QDe.004) and Al-Nusrah Front for the People of the Levant (QDe.137). INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5896809",9/21/15,Individual
WLE-6899,UN Sanctions,un-sc-sanctions.2973988,Al-Qaida (QDi.296),مطیع الرحمن علی محمد,ALI MUHAMMAD,,,"Physical description: 5 feet 2 inches; 157,4 cm. Name of father: Ali
            Muhammad. Mati ur-Rehman is the chief operational commander of Lashkar i Jhangvi (LJ)
            (QDe.096). Associated with Harakat-ul Jihad Islami (QDe.130). INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/4674457",8/22/11,Individual
WLE-6900,UN Sanctions,un-sc-sanctions.6908032,Somalia (SOi.001),Yasin Ali Baynah,Ali,,, INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5774673,4/12/10,Individual
WLE-6901,UN Sanctions,un-sc-sanctions.2981652,Al-Qaida (QDi.301),YASSIN CHOUKA,CHOUKA,,,"Associated with Islamic Movement of Uzbekistan (QDe.010). Brother of
            Monir Chouka (QDi.300). Arrest warrant issued by the investigating judge of the German
            Federal Court of Justice on 5 Oct. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/4555865",1/25/12,Individual
WLE-6902,UN Sanctions,un-sc-sanctions.110435,Iran (IRi.012),AHMAD VAHID DASTJERDI,DASTJERDI,Head of the AIO,,"Served as Deputy Defense Minister 2009-10. [Old Reference #
            I.37.D.2]",12/23/06,Individual
WLE-6903,UN Sanctions,un-sc-sanctions.6908066,Iraq (IQi.019),عبد التواب ملا حويش,MULLAH,,,,6/27/03,Individual
WLE-6904,UN Sanctions,un-sc-sanctions.110414,Iran (IRi.033),MORTEZA REZAIE,REZAIE,Brigadier General,,[Old Reference # I.47.D.1],3/24/07,Individual
WLE-6905,UN Sanctions,un-sc-sanctions.6908532,Al-Qaida (QDi.384),ALI MUSA AL-SHAWAKH,AL-SHAWAKH,,,"A leader of Islamic State in Iraq and the Levant (ISIL), listed as Al-Qaida in Iraq (QDe.115). As of Jun, 2015, al-Shawakh was the ISIL governor of Aleppo. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5930729",2/29/16,Individual
WLE-6906,UN Sanctions,un-sc-sanctions.6908062,Iraq (IQi.015),رافي عبد اللطيف طلفاح التكريتي,ABD-AL-LATIF,,,,6/27/03,Individual
WLE-6907,UN Sanctions,un-sc-sanctions.6908048,Iraq (IQi.001),صدام حسين التكريتي,HUSSEIN,,,,6/27/03,Individual
WLE-6908,UN Sanctions,un-sc-sanctions.6908407,Al-Qaida (QDi.329),AHMED ABDULLAH SALEH AL-KHAZMARI,ABDULLAH,,,"Senior member of Al-Qaida (QDe.004). Wanted by the Saudi Arabian
            Government for terrorism. Father's name is Abdullah Saleh al Zahrani. Physical
            description: eye colour: dark; hair colour: dark; complexion: olive. Speaks Arabic.
            Photo available for inclusion in the INTERPOL-UN Security Council Special
            Notice. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5817663",9/23/14,Individual
WLE-6909,UN Sanctions,un-sc-sanctions.6908096,Iraq (IQi.049),رشيد طعان كاظم,Taan,,,,6/27/03,Individual
WLE-6910,UN Sanctions,un-sc-sanctions.6908478,Al-Qaida (QDi.369),MU’TASSIM YAHYA ‘ALI,YAHYA,,,"Financial and foreign fighter facilitator for Islamic State in Iraq and the Levant, listed as Al-Qaida in Iraq (QDe.115). Member of Al-Qaida in the Arabian Peninsula (AQAP) (QDe.129) since at least Jun. 2014. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5897317",9/29/15,Individual
WLE-6911,UN Sanctions,un-sc-sanctions.6908049,Iraq (IQi.002),قصي صدام حسين التكريتي,SADDAM,,,,6/27/03,Individual
WLE-6912,UN Sanctions,un-sc-sanctions.6908574,Al-Qaida (QDi.398),Рустам Магомедович Асельдеров,MAGOMEDOVICH,,,"Led a group of over 160 terrorist fighters, which operates in the Republics of Dagestan, Chechnya and Ingushetia, Russian Federation. Killed on 3 December 2016 in Makhachkala, the Republic of Dagestan, Russian Federation. Photo available for inclusion in the INTERPOL-UN Security Council Special Notice. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5993047",12/12/16,Individual
WLE-6913,UN Sanctions,un-sc-sanctions.6908468,Al-Qaida (QDi.355),SOFIANE BEN GOUMO,BEN GOUMO,,,Leader of Ansar al Charia Derna (QDe.145). INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5893103,9/3/15,Individual
WLE-6914,UN Sanctions,un-sc-sanctions.6908645,DPRK (KPi.068),KIM TONG CHOL,TONG CHOL,Kim Tong Chol is an overseas Foreign Trade Bank representative,,Gender: male,12/22/17,Individual
WLE-6915,UN Sanctions,un-sc-sanctions.6908098,Iraq (IQi.051),غازي حمود العبيدي,HAMMUD,,,,6/27/03,Individual
WLE-6916,UN Sanctions,un-sc-sanctions.111944,Al-Qaida (QDi.042),حسن ظاهرعويس,DAHIR,,,"Family background: from the Hawiye's Habergidir, Ayr clan. Senior leader
            of Al-Itihaad Al-Islamiya (AIAI) (QDe.002) and Hizbul Islam in Somalia. Since 12 April
            2010, also subject to the sanctions measures set out in Security Council resolution 1844
            (2008) concerning Somalia and Eritrea (seehttps://www.un.org/sc/suborg/en/sanctions/751).
            Review pursuant to Security Council resolution 1822 (2008) was concluded on 22 Jun.
            2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5950653",11/9/01,Individual
WLE-6917,UN Sanctions,un-sc-sanctions.6908509,DPRK (KPi.022),KIM KYU,KYU,"Korea Mining Development Trading Corporation (KOMID) External Affairs
                Officer",,,3/2/16,Individual
WLE-6918,UN Sanctions,un-sc-sanctions.6908654,DPRK (KPi.076),RI PYONG CHUL,PYONG CHUL,Alternate Member of the Political Bureau of the Workers’ Party of Korea and First Vice Director of the Munitions Industry Department,,Gender: male,12/22/17,Individual
WLE-6919,UN Sanctions,un-sc-sanctions.112024,Al-Qaida (QDi.172),حسن عبد الله حرسي التركي,ABDULLAH,,,"Family Background: From the Ogaden clan, Reer - Abdille subclan. Part of
            the Al-Itihaad Al-Islamiya (AIAI) (QDe.002) leadership. Believed to have been involved
            in the attacks on the United States embassies in Nairobi and Dar es Salaam in August
            1998. Also subject to the sanctions measures set out in Security Council resolution 1844
            (2008) concerning Somalia and Eritrea (see https://www.un.org/sc/suborg/en/sanctions/751).
            Review pursuant to Security Council resolution 1822 (2008) was concluded on 13 May
            2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5950576",7/6/04,Individual
WLE-6920,UN Sanctions,un-sc-sanctions.6908577,Al-Qaida (QDi.401),غالب عبدالله الزيدي,ABDULLAH,,,"A leader of Al-Qaida in the Arabian Peninsula (AQAP) (QDe.129) in Marib Governorate, Yemen since 2015. Provided AQAP with weapons, funding and recruits. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/6013288",2/22/17,Individual
WLE-6921,UN Sanctions,un-sc-sanctions.2945892,Taliban (TAi.148),عبد الحبیب عالیزی,ALIZAI,,,"Has managed a drug trafficking network in Helmand Province, Afghanistan.
            Has regularly traveled to Pakistan. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1684147",11/4/10,Individual
WLE-6922,UN Sanctions,un-sc-sanctions.6908086,Iraq (IQi.039),هدى صالح مهدي عماش,SALIH,,,,6/27/03,Individual
WLE-6923,UN Sanctions,un-sc-sanctions.110447,Taliban (TAi.005),محمد طاهر أنوري,TAHER,"a) Director of Administrative Affairs under the Taliban
            regime",,"Belongs to Andar tribe. Review pursuant to Security Council resolution
            1822 (2008) was concluded on 23 Jul. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1427388",2/23/01,Individual
WLE-6924,UN Sanctions,un-sc-sanctions.6908600,Al-Qaida (QDi.404),Muhammad Bahrum Naim,Bahrum,,,"Syrian-based Indonesian national who has served in a variety of roles supporting the Islamic State in Iraq and the Levant, listed as Al-Qaida in Iraq (QDe.115). INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/6116575",7/20/17,Individual
WLE-6925,UN Sanctions,un-sc-sanctions.110412,Iran (IRi.035),MORTEZA SAFARI,SAFARI,Rear Admiral,,[Old Reference #I.47.D.4],3/24/07,Individual
WLE-6926,UN Sanctions,un-sc-sanctions.6908399,Al-Qaida (QDi.335),‘ABD AL-RAHMAN KHALAF ‘UBAYD JUDAY’,KHALAF,,,"Provides support to Al-Qaida (QDe.004) and Islamic State in Iraq and the
            Levant, listed as Al-Qaida in Iraq (AQI) (QDe.115), in Syria and Iraq. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5818202",9/23/14,Individual
WLE-6927,UN Sanctions,un-sc-sanctions.111303,Taliban (TAi.136),محمد صادق امیر محمد,AMIR MOHAMMAD,"Head of Afghan Trade Agency, Peshawar, Pakistan",,"Reportedly deceased. Review pursuant to Security Council resolution 1822
            (2008) was concluded on 21 Jul. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1446067",1/25/01,Individual
WLE-6928,UN Sanctions,un-sc-sanctions.110411,Iran (IRi.036),YAHYA RAHIM SAFAVI,SAFAVI,Major General,,[Old Reference # I.37.E.1],12/23/06,Individual
WLE-6929,UN Sanctions,un-sc-sanctions.111496,Al-Qaida (QDi.154),سليمان جاسم سليمان علي أبوغيث,JASSEM,,,"Left Kuwait for Pakistan in June 2001. Review pursuant to Security
            Council resolution 1822 (2008) was concluded on 21 Jun. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/4487587",1/16/04,Individual
WLE-6930,UN Sanctions,un-sc-sanctions.112028,Al-Qaida (QDi.152),سيفي عماري,AMMARI,,,"In detention in Algeria since Oct. 2004. Former member of the GSPC listed
            as The Organization of Al-Qaida in the Islamic Maghreb (QDe.014). Review pursuant to
            Security Council resolution 1822 (2008) was concluded on 27 Jul. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/4530148",12/4/03,Individual
